inputText,targetArtifactId,targetCategory,targetWorkspace,targetPack,targetProduct,labelType,confidence
Neonatal Bilirubin Risk Helper prompt,prompt-neonatal-bilirubin-risk-helper,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/neonatal-bilirubin-risk-helper,prompt-neonatal-bilirubin-risk-helper,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|neonatal-bilirubin-risk-helper,prompt-neonatal-bilirubin-risk-helper,calculator,calculator,unknown,unknown,tags,0.78
Neonatal Dashboard prompt,prompt-neonatal-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/pediatrics-obgyn/neonatal-dashboard,prompt-neonatal-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|neonatal-dashboard,prompt-neonatal-dashboard,reference,reference,unknown,unknown,tags,0.78
Neuro Exam Assistant prompt,prompt-neuro-exam-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/neurology/neuro-exam-assistant,prompt-neuro-exam-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|neuro-exam-assistant,prompt-neuro-exam-assistant,calculator,calculator,unknown,unknown,tags,0.78
Neuro Monitoring Engine prompt,prompt-neuro-monitoring-engine,reference,reference,unknown,unknown,name,0.92
/tools/neurology/neuro-monitoring-engine,prompt-neuro-monitoring-engine,reference,reference,unknown,unknown,route,0.9
prompt|reference|neuro-monitoring-engine,prompt-neuro-monitoring-engine,reference,reference,unknown,unknown,tags,0.78
Neuro Telemetry Dashboard prompt,prompt-neuro-telemetry-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/neurology/neuro-telemetry-dashboard,prompt-neuro-telemetry-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|neuro-telemetry-dashboard,prompt-neuro-telemetry-dashboard,reference,reference,unknown,unknown,tags,0.78
Neurology Timeline AI prompt,prompt-neurology-timeline-ai,reference,reference,unknown,unknown,name,0.92
/tools/neurology/neurology-timeline-ai,prompt-neurology-timeline-ai,reference,reference,unknown,unknown,route,0.9
prompt|reference|neurology-timeline-ai,prompt-neurology-timeline-ai,reference,reference,unknown,unknown,tags,0.78
NEWS2 (National Early Warning Score 2) prompt,prompt-news2,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/news2,prompt-news2,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|news2,prompt-news2,calculator,calculator,unknown,unknown,tags,0.78
NEXUS C-Spine Rule prompt,prompt-nexus-cspine,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators,prompt-nexus-cspine,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|nexus-cspine,prompt-nexus-cspine,calculator,calculator,unknown,unknown,tags,0.78
NIH Stroke Scale (NIHSS) prompt,prompt-nihss,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators,prompt-nihss,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|nihss,prompt-nihss,calculator,calculator,unknown,unknown,tags,0.78
NIHSS Summary View prompt,prompt-nihss-summary-view,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/nihss-summary-view,prompt-nihss-summary-view,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|nihss-summary-view,prompt-nihss-summary-view,calculator,calculator,unknown,unknown,tags,0.78
OB Triage Assistant prompt,prompt-ob-triage-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/pediatrics-obgyn/ob-triage-assistant,prompt-ob-triage-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|ob-triage-assistant,prompt-ob-triage-assistant,calculator,calculator,unknown,unknown,tags,0.78
Osmolal Gap prompt,prompt-osmolal-gap,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/osmolal-gap,prompt-osmolal-gap,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|osmolal-gap,prompt-osmolal-gap,calculator,calculator,unknown,unknown,tags,0.78
Ottawa Ankle Rule prompt,prompt-ottawa-ankle,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators,prompt-ottawa-ankle,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|ottawa-ankle,prompt-ottawa-ankle,calculator,calculator,unknown,unknown,tags,0.78
Oxygen Escalation Helper prompt,prompt-oxygen-escalation-helper,calculator,calculator,unknown,unknown,name,0.92
/tools/pulmonology/oxygen-escalation-helper,prompt-oxygen-escalation-helper,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|oxygen-escalation-helper,prompt-oxygen-escalation-helper,calculator,calculator,unknown,unknown,tags,0.78
Pancreatitis Workflow Assistant prompt,prompt-pancreatitis-workflow-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators,prompt-pancreatitis-workflow-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pancreatitis-workflow-assistant,prompt-pancreatitis-workflow-assistant,calculator,calculator,unknown,unknown,tags,0.78
PaO2/FiO2 Ratio prompt,prompt-pao2-fio2-ratio,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/pao2-fio2-ratio,prompt-pao2-fio2-ratio,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pao2-fio2-ratio,prompt-pao2-fio2-ratio,calculator,calculator,unknown,unknown,tags,0.78
PCL-5 (PTSD symptom screen) prompt,prompt-pcl5,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/pcl5,prompt-pcl5,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pcl5,prompt-pcl5,calculator,calculator,unknown,unknown,tags,0.78
PECARN Head Injury Rule prompt,prompt-pecarn-head,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators,prompt-pecarn-head,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pecarn-head,prompt-pecarn-head,calculator,calculator,unknown,unknown,tags,0.78
Pediatric BP Percentile prompt,prompt-pediatric-bp-percentile,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/pediatric-bp-percentile,prompt-pediatric-bp-percentile,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pediatric-bp-percentile,prompt-pediatric-bp-percentile,calculator,calculator,unknown,unknown,tags,0.78
Pediatric Command Center prompt,prompt-pediatric-command-center,reference,reference,unknown,unknown,name,0.92
/tools/pediatrics-obgyn/pediatric-command-center,prompt-pediatric-command-center,reference,reference,unknown,unknown,route,0.9
prompt|reference|pediatric-command-center,prompt-pediatric-command-center,reference,reference,unknown,unknown,tags,0.78
Pediatric Dose Safety Checker prompt,prompt-pediatric-dose-safety-checker,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/pediatric-dose-safety-checker,prompt-pediatric-dose-safety-checker,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pediatric-dose-safety-checker,prompt-pediatric-dose-safety-checker,calculator,calculator,unknown,unknown,tags,0.78
Pediatric GCS prompt,prompt-pediatric-gcs,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/pediatric-gcs,prompt-pediatric-gcs,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pediatric-gcs,prompt-pediatric-gcs,calculator,calculator,unknown,unknown,tags,0.78
Pediatric Sepsis Assistant prompt,prompt-pediatric-sepsis-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/pediatrics-obgyn/pediatric-sepsis-assistant,prompt-pediatric-sepsis-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pediatric-sepsis-assistant,prompt-pediatric-sepsis-assistant,calculator,calculator,unknown,unknown,tags,0.78
PERC (PE rule-out criteria) prompt,prompt-perc,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators,prompt-perc,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|perc,prompt-perc,calculator,calculator,unknown,unknown,tags,0.78
Perinatal Risk Dashboard prompt,prompt-perinatal-risk-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/pediatrics-obgyn/perinatal-risk-dashboard,prompt-perinatal-risk-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|perinatal-risk-dashboard,prompt-perinatal-risk-dashboard,reference,reference,unknown,unknown,tags,0.78
Pediatric Early Warning Score (PEWS) prompt,prompt-pews,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/pews,prompt-pews,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pews,prompt-pews,calculator,calculator,unknown,unknown,tags,0.78
PHQ-9 (depression screen) prompt,prompt-phq9,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/phq9,prompt-phq9,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|phq9,prompt-phq9,calculator,calculator,unknown,unknown,tags,0.78
Pneumonia Severity Index prompt,prompt-pneumonia-severity-index,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/pneumonia-severity-index,prompt-pneumonia-severity-index,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pneumonia-severity-index,prompt-pneumonia-severity-index,calculator,calculator,unknown,unknown,tags,0.78
Population Screening Dashboard prompt,prompt-population-screening-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/psychiatry/population-screening-dashboard,prompt-population-screening-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|population-screening-dashboard,prompt-population-screening-dashboard,reference,reference,unknown,unknown,tags,0.78
Predictive Analytics Dashboard prompt,prompt-predictive-analytics-dashboard,reference,reference,unknown,unknown,name,0.92
/predictive-analytics,prompt-predictive-analytics-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|predictive-analytics-dashboard,prompt-predictive-analytics-dashboard,reference,reference,unknown,unknown,tags,0.78
Predictive Maintenance Assistant prompt,prompt-predictive-maintenance,fleet,fleet,unknown,unknown,name,0.92
/fleet/predictive-maintenance,prompt-predictive-maintenance,fleet,fleet,unknown,unknown,route,0.9
prompt|fleet|predictive-maintenance,prompt-predictive-maintenance,fleet,fleet,unknown,unknown,tags,0.78
Pregnancy Due Date Calculator prompt,prompt-pregnancy-due-date-calculator,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/pregnancy-due-date-calculator,prompt-pregnancy-due-date-calculator,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pregnancy-due-date-calculator,prompt-pregnancy-due-date-calculator,calculator,calculator,unknown,unknown,tags,0.78
Pregnancy Workflow Assistant prompt,prompt-pregnancy-workflow-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/pediatrics-obgyn/pregnancy-workflow-assistant,prompt-pregnancy-workflow-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|pregnancy-workflow-assistant,prompt-pregnancy-workflow-assistant,calculator,calculator,unknown,unknown,tags,0.78
Procedure Guide prompt,prompt-procedures,reference,reference,unknown,unknown,name,0.92
/tools/procedures,prompt-procedures,reference,reference,unknown,unknown,route,0.9
prompt|reference|procedures,prompt-procedures,reference,reference,unknown,unknown,tags,0.78
Protocol and Clinical Pathway Library prompt,prompt-protocol-lookup,protocol,protocol,unknown,unknown,name,0.92
/protocols,prompt-protocol-lookup,protocol,protocol,unknown,unknown,route,0.9
prompt|protocol|protocols,prompt-protocol-lookup,protocol,protocol,unknown,unknown,tags,0.78
Psychiatry Monitoring Dashboard prompt,prompt-psychiatry-monitoring-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/psychiatry/psychiatry-monitoring-dashboard,prompt-psychiatry-monitoring-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|psychiatry-monitoring-dashboard,prompt-psychiatry-monitoring-dashboard,reference,reference,unknown,unknown,tags,0.78
Pulmonary Trend Engine prompt,prompt-pulmonary-trend-engine,reference,reference,unknown,unknown,name,0.92
/tools/pulmonology/pulmonary-trend-engine,prompt-pulmonary-trend-engine,reference,reference,unknown,unknown,route,0.9
prompt|reference|pulmonary-trend-engine,prompt-pulmonary-trend-engine,reference,reference,unknown,unknown,tags,0.78
qSOFA (quick SOFA) prompt,prompt-qsofa,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/qsofa,prompt-qsofa,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|qsofa,prompt-qsofa,calculator,calculator,unknown,unknown,tags,0.78
Ranson criteria prompt,prompt-ranson-criteria,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/ranson-criteria,prompt-ranson-criteria,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|ranson-criteria,prompt-ranson-criteria,calculator,calculator,unknown,unknown,tags,0.78
RASS prompt,prompt-rass,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/rass,prompt-rass,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|rass,prompt-rass,calculator,calculator,unknown,unknown,tags,0.78
Remote Cardiology Monitoring Dashboard prompt,prompt-remote-cardiology-monitoring-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/cardiology/remote-cardiology-monitoring-dashboard,prompt-remote-cardiology-monitoring-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|remote-cardiology-monitoring-dashboard,prompt-remote-cardiology-monitoring-dashboard,reference,reference,unknown,unknown,tags,0.78
Renal Monitoring Dashboard prompt,prompt-renal-monitoring-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/nephrology/renal-monitoring-dashboard,prompt-renal-monitoring-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|renal-monitoring-dashboard,prompt-renal-monitoring-dashboard,reference,reference,unknown,unknown,tags,0.78
Research and Evidence Hub prompt,prompt-research-evidence-hub,reference,reference,unknown,unknown,name,0.92
/research,prompt-research-evidence-hub,reference,reference,unknown,unknown,route,0.9
prompt|reference|research-evidence-hub,prompt-research-evidence-hub,reference,reference,unknown,unknown,tags,0.78
Resource Allocation Assistant prompt,prompt-resource-allocation-assistant,hospital-operations,hospital-operations,unknown,unknown,name,0.92
/tools/calculators,prompt-resource-allocation-assistant,hospital-operations,hospital-operations,unknown,unknown,route,0.9
prompt|hospital-operations|resource-allocation-assistant,prompt-resource-allocation-assistant,hospital-operations,hospital-operations,unknown,unknown,tags,0.78
Resource Utilization Index prompt,prompt-resource-utilization-index,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/resource-utilization-index,prompt-resource-utilization-index,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|resource-utilization-index,prompt-resource-utilization-index,calculator,calculator,unknown,unknown,tags,0.78
Respiratory Command Center prompt,prompt-respiratory-command-center,reference,reference,unknown,unknown,name,0.92
/tools/pulmonology/respiratory-command-center,prompt-respiratory-command-center,reference,reference,unknown,unknown,route,0.9
prompt|reference|respiratory-command-center,prompt-respiratory-command-center,reference,reference,unknown,unknown,tags,0.78
Respiratory Telemetry Dashboard prompt,prompt-respiratory-telemetry-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/pulmonology/respiratory-telemetry-dashboard,prompt-respiratory-telemetry-dashboard,reference,reference,unknown,unknown,route,0.9
